Name,NOC,Discipline,Gender,Age,BirthDate,EventDate,Venue
KRAUT LAURA,united states of america,Equestrian,M,29,1986-02-17,2021-08-03,Tokyo Stadium
  kravcenoka anastasija  ,latvia,Beach Volleyball,F,34,2003-07-19,2021-08-04,Tokyo Stadium
  kravchenko zoya  ,kazakhstan,Shooting,M,22,1998-09-27,2021-08-03,Musashino Forest
  krawietz kevin  ,germany,Tennis,M,25,1997-04-03,2021-08-04,Olympic Aquatics Centre
KREISS FANNI,hungary,Fencing,F,20,2002-12-16,2021-08-07,Musashino Forest
KREJCIKOVA BARBORA,  Czech Republic  ,Tennis,F,26,1993-09-23,2021-08-05,Olympic Aquatics Centre
KRETZ AMELIE,canada,Triathlon,M,31,2005-02-25,2021-08-05,Ariake Arena
  krimi khadija  ,tunisia,Rowing,F,25,1988-02-07,2021-08-05,Musashino Forest
KRISTIANSEN VERONICA,  Norway  ,Handball,F,25,1996-08-07,2021-07-31,Tokyo Stadium
KRITININA NATALYA,  Uzbekistan  ,Swimming,M,26,1987-08-10,2021-07-29,Tokyo Stadium
KRIZSAN XENIA,hungary,Athletics,M,26,2000-06-01,2021-07-25,Tokyo Stadium
  kroger mieke  ,germany,Cycling Track,M,24,2000-02-16,2021-08-01,Olympic Aquatics Centre
KROMMENHOEK GUILLAUME,netherlands,Rowing,F,29,1985-01-07,2021-08-07,Tokyo Stadium
KROMOWIDJOJO RANOMI,netherlands,Swimming,M,34,1987-07-15,2021-08-03,Musashino Forest
  kroppen michelle  ,  Germany  ,Archery,M,23,1993-08-23,2021-07-31,Ariake Arena
KRPALEK LUKAS,czech republic,Judo,M,28,1998-06-06,2021-07-26,Tokyo Stadium
KRSEK MATEJ,czech republic,Athletics,F,34,2003-10-12,2021-07-23,Olympic Aquatics Centre
KRSSAKOVA MAGDALENA,austria,Judo,M,31,1999-09-08,2021-07-28,Musashino Forest
KRUEGER CASEY,  United States of America  ,Football,F,32,1986-04-12,2021-08-07,Olympic Aquatics Centre
KRUEGER STEPHAN,  Germany  ,Rowing,F,28,2001-05-21,2021-07-31,Musashino Forest
  krukowski marcin  ,  Poland  ,Athletics,F,23,1987-03-08,2021-07-25,Olympic Aquatics Centre
  krumins edgars  ,  Latvia  ,3x3 Basketball,M,29,1985-04-24,2021-08-05,Olympic Aquatics Centre
KRUMINS SUSAN,  Netherlands  ,Athletics,F,33,1999-09-20,2021-08-01,Tokyo Stadium
  krunic aleksandra  ,  Serbia  ,Tennis,F,31,1992-08-22,2021-07-30,Ariake Arena
  krupeckaite simona  ,lithuania,Cycling Track,F,27,2004-02-10,2021-08-04,Tokyo Stadium
KRUSE MAX,  Germany  ,Football,M,23,1998-08-17,2021-07-31,Ariake Arena
KRUTH CARINA CASSOE,  Denmark  ,Equestrian,F,20,2002-03-11,2021-07-26,Musashino Forest
  krzewina jakub  ,poland,Athletics,M,22,2000-03-23,2021-08-06,Olympic Aquatics Centre
  kubanychbekova kanykei  ,kyrgyzstan,Shooting,M,24,1985-05-16,2021-07-29,Musashino Forest
KUBIAK MICHAL,  Poland  ,Volleyball,F,26,1985-07-03,2021-07-27,Tokyo Stadium
  kubis lukas  ,  Slovakia  ,Cycling Road,M,19,1989-03-26,2021-07-31,Ariake Arena
KUBO TAKEFUSA,japan,Football,M,34,1993-11-13,2021-08-07,Olympic Aquatics Centre
  kubot lukasz  ,poland,Tennis,M,30,2000-05-19,2021-08-04,Tokyo Stadium
  kubota manaka  ,  Japan  ,Canoe Sprint,F,22,2003-08-15,2021-08-04,Olympic Aquatics Centre
  kubova simona  ,czech republic,Swimming,F,34,1999-09-20,2021-08-06,Ariake Arena
  kuczera piotr  ,poland,Judo,M,21,1999-03-28,2021-08-06,Olympic Aquatics Centre
  kudashev aleksandr  ,  ROC  ,Swimming,M,31,1998-04-02,2021-08-07,Olympic Aquatics Centre
KUDERMETOVA VERONIKA,  ROC  ,Tennis,F,28,1990-03-18,2021-08-01,Olympic Aquatics Centre
KUDLA DENIS MAKSYMILIAN,germany,Wrestling,F,20,1995-06-03,2021-07-29,Tokyo Stadium
  kudo kyoko  ,  Japan  ,Water Polo,F,24,1999-07-25,2021-07-31,Musashino Forest
KUDUS MERHAWI,eritrea,Cycling Road,F,29,1992-01-25,2021-07-27,Olympic Aquatics Centre
KUECHLER HANNAH,  Germany  ,Swimming,F,19,1988-11-30,2021-08-03,Olympic Aquatics Centre
KUEHN JULIUS,germany,Handball,F,31,2002-01-27,2021-08-05,Musashino Forest
  kueng stefan  ,  Switzerland  ,Cycling Road,M,33,1987-01-07,2021-07-31,Olympic Aquatics Centre
KUF JAN,czech republic,Modern Pentathlon,F,30,1996-04-07,2021-08-04,Olympic Aquatics Centre
KUIPERS NATALIA JEAN,"  Virgin Islands, US  ",Swimming,F,29,1987-06-02,2021-07-23,Olympic Aquatics Centre
  kuka loriana  ,kosovo,Judo,F,29,1990-10-13,2021-08-06,Tokyo Stadium
KUKINA MARINA,  ROC  ,Rugby Sevens,F,34,1987-05-05,2021-08-08,Olympic Aquatics Centre
KUKLINOVSKA LIUDMYLA,ukraine,Canoe Sprint,F,26,2002-06-28,2021-08-01,Olympic Aquatics Centre
  kukolj aleksandar  ,  Serbia  ,Judo,F,24,2005-07-26,2021-07-23,Ariake Arena
KUKRLE MICHAEL,  Czech Republic  ,Cycling Road,F,22,2005-07-07,2021-07-24,Olympic Aquatics Centre
  kukuk christian  ,germany,Equestrian,M,34,2000-06-07,2021-07-26,Olympic Aquatics Centre
KUKUSHKIN MIKHAIL,  Kazakhstan  ,Tennis,M,24,2004-09-02,2021-08-05,Ariake Arena
  kulagina daria  ,belarus,Artistic Swimming,M,27,1990-09-27,2021-08-01,Ariake Arena
KULIKOV ALEXANDR,kazakhstan,Canoe Slalom,F,24,1988-11-21,2021-08-04,Ariake Arena
  kulish serhiy  ,  Ukraine  ,Shooting,M,25,2002-05-31,2021-08-03,Olympic Aquatics Centre
KULLBERG EMMA,sweden,Football,M,24,1990-06-25,2021-08-01,Tokyo Stadium
KULLMANN LEONIE MARLEN,germany,Swimming,F,28,1995-10-16,2021-07-31,Ariake Arena
KUMAGAI SAKI,  Japan  ,Football,M,19,1985-12-11,2021-07-30,Olympic Aquatics Centre
  kumahara caroline  ,brazil,Table Tennis,F,21,1991-05-08,2021-07-27,Musashino Forest
  kumanan nethra  ,  India  ,Sailing,F,26,1995-02-28,2021-08-05,Musashino Forest
  kumar ashish  ,india,Boxing,M,30,1986-12-24,2021-08-06,Ariake Arena
KUMAR DEEPAK,  India  ,Shooting,M,24,1988-11-15,2021-08-01,Ariake Arena
  kumar nikhil  ,  United States of America  ,Table Tennis,F,23,1995-09-03,2021-08-07,Ariake Arena
KUMAR SANDEEP,  India  ,Athletics,M,21,2002-12-03,2021-07-27,Ariake Arena
KUMAR SURENDER,india,Hockey,M,23,1996-11-11,2021-07-23,Tokyo Stadium
KUMAR VARUN,india,Hockey,F,25,1988-05-27,2021-07-25,Olympic Aquatics Centre
  kumari deepika  ,  India  ,Archery,F,19,1997-02-15,2021-08-03,Olympic Aquatics Centre
  kunaiyi-akpanah pallas  ,nigeria,Basketball,M,23,2003-03-03,2021-07-30,Tokyo Stadium
KUNDANANJI RACHEAL,  Zambia  ,Football,M,33,1985-03-25,2021-08-03,Olympic Aquatics Centre
KUNDU AGRIPINA KHAYESI,kenya,Volleyball,M,23,2005-12-02,2021-07-26,Musashino Forest
KUNKABAYEV KAMSHYBEK,  Kazakhstan  ,Boxing,F,28,1992-01-10,2021-07-31,Tokyo Stadium
KUNZ ANNIE,  United States of America  ,Athletics,M,26,1992-06-16,2021-08-05,Musashino Forest
KUNZANG LENCHU,bhutan,Shooting,F,19,1998-10-17,2021-08-02,Ariake Arena
  kunze kahena  ,brazil,Sailing,M,27,1991-08-10,2021-08-02,Musashino Forest
  kuo hsing-chun  ,  Chinese Taipei  ,Weightlifting,F,19,1986-01-18,2021-07-25,Ariake Arena
KUOSMANEN MATTI ELIAS,finland,Wrestling,F,20,1996-11-24,2021-08-08,Tokyo Stadium
  kurachkina iryna  ,  Belarus  ,Wrestling,F,34,2003-03-16,2021-08-04,Tokyo Stadium
KURBANOV RUSLAN,  Kazakhstan  ,Fencing,M,34,1989-09-09,2021-08-07,Olympic Aquatics Centre
KURBANOV RUSLAN,uzbekistan,Athletics,F,33,1999-01-02,2021-08-08,Musashino Forest
KUREK BARTOSZ,poland,Volleyball,M,18,1992-08-02,2021-07-27,Olympic Aquatics Centre
KURIBAYASHI RYOJI,japan,Baseball/Softball,F,18,2003-01-26,2021-07-23,Musashino Forest
KURIHARA RYOYA,japan,Baseball/Softball,F,30,1994-12-12,2021-07-31,Musashino Forest
  kurikova petra  ,czech republic,Triathlon,M,30,1996-07-25,2021-08-06,Ariake Arena
KUROCHKINA EKATERINA,  ROC  ,Rowing,F,22,1997-03-26,2021-07-25,Olympic Aquatics Centre
KUROGO AI,  Japan  ,Volleyball,F,24,2001-12-25,2021-07-31,Musashino Forest
KUROKAWA KAZUKI,japan,Athletics,F,34,1990-05-01,2021-07-27,Tokyo Stadium
KURTBAY SINEM,  Finland  ,Sailing,M,18,2004-11-22,2021-07-29,Tokyo Stadium
KUS NAFIA,turkey,Taekwondo,F,19,1989-12-03,2021-08-02,Olympic Aquatics Centre
  kusch marius  ,germany,Swimming,M,32,1998-03-05,2021-07-26,Ariake Arena
  kusterer sabine beate  ,germany,Weightlifting,F,26,2005-12-29,2021-08-03,Tokyo Stadium
KUUBA KRISTIN,estonia,Badminton,M,32,1998-09-15,2021-08-02,Musashino Forest
  kuusela toni  ,finland,Athletics,M,24,1985-04-29,2021-07-27,Tokyo Stadium
KUWORGE ENZO KOFI,  Netherlands  ,Weightlifting,F,20,2004-11-29,2021-07-27,Tokyo Stadium
KUZAKHMETOV ARTEM,roc,Canoe Sprint,M,21,1997-10-05,2021-08-08,Musashino Forest
  kuziutina natalia  ,roc,Judo,M,29,1985-01-22,2021-07-30,Ariake Arena
  kuznetsov evgenii  ,roc,Diving,M,19,1996-10-18,2021-07-27,Olympic Aquatics Centre
  kuznetsova polina  ,roc,Handball,F,19,1991-07-28,2021-07-23,Ariake Arena
KVESIC IVAN,  Croatia  ,Karate,F,18,1993-10-19,2021-07-24,Olympic Aquatics Centre
  kvitova petra  ,czech republic,Tennis,F,26,2002-02-23,2021-07-29,Musashino Forest
KWAK JUNGHYE,republic of korea,Shooting,M,26,1987-07-08,2021-07-29,Olympic Aquatics Centre
  kwasna magdalena  ,  Poland  ,Sailing,F,31,1989-02-17,2021-08-02,Ariake Arena
KWAYIE LISA MARIE,germany,Athletics,M,33,1998-05-21,2021-07-27,Musashino Forest
KWEON YOUNGJUN,republic of korea,Fencing,M,31,1994-11-01,2021-08-03,Tokyo Stadium
  kwiatkowski michal  ,  Poland  ,Cycling Road,F,30,2001-10-02,2021-07-30,Olympic Aquatics Centre
KWON CHANGHOON,republic of korea,Football,F,20,2003-06-15,2021-08-01,Ariake Arena
  kwon eunji  ,republic of korea,Shooting,M,32,1995-09-17,2021-07-29,Olympic Aquatics Centre
  kwon halim  ,  Republic of Korea  ,Diving,M,32,2004-02-16,2021-07-23,Musashino Forest
KWON SOONWOO,  Republic of Korea  ,Tennis,M,27,1993-05-15,2021-07-23,Tokyo Stadium
  kylypko maryna  ,ukraine,Athletics,F,23,1997-05-28,2021-07-31,Musashino Forest
  kynigakis athanasios  ,greece,Marathon Swimming,M,27,1997-07-19,2021-07-26,Olympic Aquatics Centre
  kyogoku okina  ,japan,Artistic Swimming,F,20,1991-08-23,2021-07-25,Olympic Aquatics Centre
KYRIAKOPOULOU NIKOLETA,  Greece  ,Athletics,F,21,1993-03-20,2021-07-30,Musashino Forest
  kyridou anneta  ,greece,Rowing,M,34,2002-12-21,2021-07-30,Olympic Aquatics Centre
  kyridou maria  ,greece,Rowing,M,22,1987-05-13,2021-07-29,Olympic Aquatics Centre
LA CRUZ JULIO,  Cuba  ,Boxing,M,26,1986-07-05,2021-08-06,Musashino Forest
  la roche shae  ,  Canada  ,Water Polo,F,34,1991-06-27,2021-07-25,Ariake Arena
  laaraj nada  ,  Morocco  ,Taekwondo,F,23,2001-07-13,2021-08-02,Ariake Arena
  labbe stephanie  ,canada,Football,F,32,1995-12-28,2021-08-03,Tokyo Stadium
  labous juliette  ,  France  ,Cycling Road,F,20,1999-07-07,2021-08-06,Musashino Forest
LABROUSSE LEA,france,Trampoline Gymnastics,M,26,1999-07-10,2021-07-25,Tokyo Stadium
  lacatena alexia  ,  Italy  ,Baseball/Softball,F,20,2000-04-22,2021-07-26,Musashino Forest
LACK RACHEL,australia,Baseball/Softball,F,23,1999-09-09,2021-08-01,Ariake Arena
  lacoste sokhna  ,france,Athletics,M,25,1991-11-17,2021-08-07,Olympic Aquatics Centre
LACRABERE ALEXANDRA,  France  ,Handball,F,25,2004-03-11,2021-08-04,Olympic Aquatics Centre
LACRUZ ENRICO,  Netherlands  ,Boxing,F,18,1991-09-09,2021-07-29,Ariake Arena
  lafond thea  ,  Dominica  ,Athletics,F,30,1985-07-14,2021-07-26,Olympic Aquatics Centre
LAFONT MARIE-ZELIA,  France  ,Canoe Slalom,F,21,1992-07-21,2021-08-04,Olympic Aquatics Centre
LAGAB AZZEDINE,algeria,Cycling Road,F,29,2001-03-03,2021-07-27,Olympic Aquatics Centre
LAGAN ALEXIS,  United States of America  ,Shooting,M,26,1999-12-10,2021-08-08,Ariake Arena
LAGE ANDRES,venezuela,Sailing,M,31,1995-01-04,2021-08-08,Olympic Aquatics Centre
  lagergren albin  ,  Sweden  ,Handball,F,18,1985-01-24,2021-07-28,Ariake Arena
LAGERQUIST ANNA,  Sweden  ,Handball,M,30,2004-06-26,2021-08-07,Ariake Arena
LAGHOUAG KARIM FLORENT,  France  ,Equestrian,F,28,2003-10-15,2021-07-24,Olympic Aquatics Centre
  lahiri anirban  ,  India  ,Golf,M,30,2000-12-08,2021-08-03,Ariake Arena
  lahoulou abdelmalik  ,  Algeria  ,Athletics,M,31,1989-10-05,2021-08-04,Olympic Aquatics Centre
  lahti sarah  ,  Sweden  ,Athletics,M,20,2005-04-07,2021-08-03,Olympic Aquatics Centre
  lainez diego  ,mexico,Football,M,20,1993-02-07,2021-08-08,Ariake Arena
  laitarovsky michael  ,israel,Swimming,F,24,1991-07-06,2021-07-25,Ariake Arena
LAKE MORGAN,  Great Britain  ,Athletics,F,31,2000-04-14,2021-08-08,Olympic Aquatics Centre
  lakind jared  ,israel,Baseball/Softball,M,19,1987-03-22,2021-08-07,Olympic Aquatics Centre
LAKRA BIRENDRA,india,Hockey,F,33,2004-10-08,2021-07-28,Musashino Forest
LAL JAT ARJUN,india,Rowing,F,34,2005-04-12,2021-08-08,Musashino Forest
  lalonde genevieve  ,canada,Athletics,M,21,2003-11-09,2021-08-06,Ariake Arena
  lalova-collio ivet  ,  Bulgaria  ,Athletics,M,18,1987-08-10,2021-07-30,Tokyo Stadium
  lalremsiami  ,india,Hockey,F,31,1997-03-05,2021-07-31,Tokyo Stadium
LAM SIU HANG,"  Hong Kong, China  ",Table Tennis,F,28,1986-12-06,2021-07-27,Tokyo Stadium
  lam timothy  ,  United States of America  ,Badminton,M,24,1994-08-14,2021-07-25,Olympic Aquatics Centre
  lambe eimear  ,ireland,Rowing,M,21,2001-04-24,2021-08-03,Musashino Forest
  lambriex bart  ,netherlands,Sailing,M,31,1989-06-09,2021-08-02,Ariake Arena
LAMDASSEM AYAD,  Spain  ,Athletics,M,20,1998-01-17,2021-07-29,Ariake Arena
LAMOLLE MATHILDE,  France  ,Shooting,F,22,1989-12-19,2021-07-24,Musashino Forest
  lamon francesco  ,italy,Cycling Track,F,23,1996-12-18,2021-07-25,Ariake Arena
  lamote renelle  ,  France  ,Athletics,F,19,1995-08-24,2021-08-07,Musashino Forest
LAMOUREUX JAY,canada,Cycling Track,M,32,1994-06-26,2021-08-08,Ariake Arena
LAMPELA ELINA,finland,Athletics,F,34,1989-02-05,2021-07-31,Ariake Arena
LAMSFUSS MARK,  Germany  ,Badminton,F,23,1999-09-12,2021-07-27,Musashino Forest
  lan minghao  ,people's republic of china,Fencing,M,26,1999-09-07,2021-07-29,Tokyo Stadium
LANDALE JOCK,australia,Basketball,F,33,1996-10-04,2021-07-24,Musashino Forest
  landazuri marizol  ,  Ecuador  ,Athletics,M,33,1994-09-20,2021-07-30,Musashino Forest
LANDIN MAGNUS,  Denmark  ,Handball,F,22,2004-06-02,2021-08-08,Ariake Arena
  landin niklas  ,denmark,Handball,F,21,1989-04-05,2021-07-25,Olympic Aquatics Centre
LANDOLSI NIHEL,  Tunisia  ,Judo,F,20,1991-10-09,2021-07-29,Olympic Aquatics Centre
LANDOULSI NOUHA,  Tunisia  ,Weightlifting,F,30,1985-07-13,2021-07-23,Ariake Arena
LANDRY GHISLAINE,canada,Rugby Sevens,M,30,1993-01-12,2021-08-05,Musashino Forest
  lane ben  ,great britain,Badminton,F,28,1986-01-08,2021-07-25,Tokyo Stadium
  lane sam  ,  New Zealand  ,Hockey,M,20,1988-01-30,2021-07-26,Musashino Forest
LANG SALOME,  Switzerland  ,Athletics,M,23,1999-12-15,2021-07-23,Musashino Forest
  langaro haniel  ,  Brazil  ,Handball,M,19,1987-11-12,2021-07-31,Olympic Aquatics Centre
LANGASQUE ROMAIN,  France  ,Golf,M,21,1987-05-24,2021-07-28,Musashino Forest
LANGAT WELDON,kenya,Athletics,F,26,1999-08-22,2021-08-02,Musashino Forest
  lange santiago raul  ,  Argentina  ,Sailing,F,19,1987-04-03,2021-07-27,Olympic Aquatics Centre
LANGE TOBIAS,  Germany  ,Athletics,M,18,1986-10-17,2021-08-04,Ariake Arena
LANGEHANENBERG HELEN,germany,Equestrian,M,34,2005-11-14,2021-07-24,Ariake Arena
LANGERFELD KAI,canada,Rowing,M,24,1991-11-10,2021-07-24,Olympic Aquatics Centre
  langlois andreanne  ,  Canada  ,Canoe Sprint,F,33,1987-05-02,2021-07-27,Musashino Forest
  langrehr rebecca  ,  Germany  ,Modern Pentathlon,F,26,1997-10-09,2021-08-02,Olympic Aquatics Centre
  lanir inbar  ,israel,Judo,M,31,1985-02-08,2021-07-25,Musashino Forest
  lansiquot imani  ,great britain,Athletics,F,34,2005-01-28,2021-07-29,Olympic Aquatics Centre
LANZI ASIA,  Italy  ,Skateboarding,M,18,2003-08-08,2021-07-28,Tokyo Stadium
LAPPA NATASA,cyprus,Sailing,F,31,1986-01-24,2021-08-01,Tokyo Stadium
  lappage danielle suzanne  ,canada,Wrestling,M,34,2002-02-05,2021-07-26,Tokyo Stadium
LAPROVITTOLA NICOLAS,  Argentina  ,Basketball,F,30,1992-02-18,2021-07-30,Musashino Forest
  lara che  ,trinidad and tobago,Athletics,M,23,1998-02-01,2021-07-30,Olympic Aquatics Centre
  lara francisca  ,chile,Football,M,23,2005-07-21,2021-08-01,Ariake Arena
  lara krystal  ,dominican republic,Swimming,M,25,1991-10-25,2021-08-04,Ariake Arena
  lararaudeuse jeremie  ,mauritius,Athletics,M,21,2003-02-10,2021-08-04,Musashino Forest
LARCHERON MADELEINE,  France  ,Skateboarding,M,21,1996-01-05,2021-08-08,Ariake Arena
LARIN VLADISLAV,roc,Taekwondo,M,28,1987-10-10,2021-07-29,Ariake Arena
LARKIN MITCH,australia,Swimming,F,25,1993-06-20,2021-08-06,Olympic Aquatics Centre
LAROCCA JOSE MARIA JR,  Argentina  ,Equestrian,M,34,1999-04-13,2021-08-06,Musashino Forest
  larroque koumba  ,france,Wrestling,F,29,1990-08-24,2021-07-25,Olympic Aquatics Centre
LARSEN HENRIK,norway,Shooting,F,24,1988-10-24,2021-07-27,Olympic Aquatics Centre
  larsen niklas  ,denmark,Cycling Track,F,23,1985-04-18,2021-08-06,Olympic Aquatics Centre
LARSON JORDAN,  United States of America  ,Volleyball,F,26,1998-12-09,2021-07-29,Tokyo Stadium
  larumbe gonfaus marc  ,spain,Water Polo,M,34,1996-04-21,2021-07-26,Olympic Aquatics Centre
  lasa emiliano  ,uruguay,Athletics,F,27,2005-11-28,2021-07-25,Tokyo Stadium
LASITSKENE MARIYA,  ROC  ,Athletics,F,24,1993-08-18,2021-07-30,Olympic Aquatics Centre
  lassource coralie  ,france,Handball,M,33,1985-01-08,2021-08-04,Olympic Aquatics Centre
LATTIMER MAXWELL,canada,Rowing,F,26,1995-03-02,2021-07-28,Olympic Aquatics Centre
  latypov danis  ,bahrain,Boxing,M,23,2004-05-31,2021-07-31,Olympic Aquatics Centre
  lau mo sheung grace  ,"  Hong Kong, China  ",Karate,F,24,1996-10-07,2021-08-02,Olympic Aquatics Centre
  laugher jack  ,great britain,Diving,M,27,1993-11-19,2021-07-25,Olympic Aquatics Centre
LAUNAY ANTOINE,portugal,Canoe Slalom,F,32,2005-04-24,2021-08-05,Ariake Arena
LAURENSON CAMERON BAIN,  South Africa  ,Water Polo,M,30,1989-10-15,2021-07-30,Ariake Arena
LAURIE KATIE,australia,Equestrian,F,18,1987-07-02,2021-08-06,Tokyo Stadium
  laurin althea  ,  France  ,Taekwondo,F,19,1992-01-11,2021-07-30,Olympic Aquatics Centre
LAUS CAMILLE,belgium,Athletics,M,20,1985-09-25,2021-08-03,Olympic Aquatics Centre
LAVARNWAY RYAN,  Israel  ,Baseball/Softball,M,18,2004-08-06,2021-08-02,Tokyo Stadium
LAVELLE ROSE,united states of america,Football,M,24,1994-08-01,2021-07-30,Ariake Arena
LAVERY NICHOLAS,  Australia  ,Rowing,F,21,1993-06-30,2021-07-30,Ariake Arena
  lavey tess  ,australia,Basketball,M,29,2002-12-18,2021-08-07,Ariake Arena
LAVIA DANIELE,italy,Volleyball,F,34,2001-02-03,2021-07-24,Olympic Aquatics Centre
  lavicky karel  ,czech republic,Sailing,M,18,1998-09-04,2021-08-07,Musashino Forest
LAVILLENIE RENAUD,france,Athletics,M,25,2005-06-15,2021-08-03,Ariake Arena
  lavillenie valentin  ,  France  ,Athletics,M,20,1997-05-18,2021-08-02,Tokyo Stadium
LAVIN SARAH,  Ireland  ,Athletics,M,31,1989-08-07,2021-07-30,Musashino Forest
  lavreysen harrie  ,  Netherlands  ,Cycling Track,F,20,1988-08-13,2021-07-29,Olympic Aquatics Centre
  lavrova anastassiya  ,  Kazakhstan  ,Table Tennis,M,28,1989-01-10,2021-07-28,Ariake Arena
LAWLER MARCUS,  Ireland  ,Athletics,F,21,1996-07-27,2021-07-25,Olympic Aquatics Centre
LAWRENCE ASHLEY,canada,Football,M,34,1993-03-07,2021-07-30,Musashino Forest
  lawrence shadae  ,jamaica,Athletics,M,26,1994-09-12,2021-07-23,Tokyo Stadium
  lawrie danielle  ,canada,Baseball/Softball,M,24,1989-05-16,2021-07-30,Musashino Forest
LAWSON NATHAN,  Australia  ,Rugby Sevens,F,22,1990-01-11,2021-08-01,Ariake Arena
  lawton amy rose  ,australia,Hockey,M,18,1993-10-13,2021-07-23,Musashino Forest
  lay jian fang  ,  Australia  ,Table Tennis,F,25,1986-07-11,2021-07-31,Musashino Forest
  layne kelly  ,australia,Equestrian,M,21,1992-08-12,2021-07-24,Ariake Arena
  lazarev aiaal  ,kyrgyzstan,Wrestling,F,31,1995-11-22,2021-08-06,Musashino Forest
  lazareva anna  ,  ROC  ,Volleyball,F,33,1995-07-04,2021-08-08,Olympic Aquatics Centre
  lazcano julieta constanza  ,argentina,Volleyball,F,26,2004-03-06,2021-07-29,Tokyo Stadium
  lazic dorde  ,serbia,Water Polo,M,23,1996-02-21,2021-08-06,Tokyo Stadium
LAZOR ANNIE,united states of america,Swimming,M,27,1994-08-05,2021-07-28,Ariake Arena
  le blouch kilian  ,france,Judo,M,22,1994-01-06,2021-07-29,Musashino Forest
  le clos chad  ,south africa,Swimming,M,19,1990-07-04,2021-08-04,Ariake Arena
  le fee enzo  ,  France  ,Football,F,30,1997-03-30,2021-08-03,Musashino Forest
LE GOFF NICOLAS,  France  ,Volleyball,F,34,2004-05-28,2021-07-29,Olympic Aquatics Centre
LE PECHOUX ERWANN,  France  ,Fencing,F,31,1994-11-30,2021-08-01,Musashino Forest
  le thanh tung  ,vietnam,Artistic Gymnastics,M,30,1987-04-13,2021-07-29,Tokyo Stadium
  leahy conor  ,australia,Cycling Track,M,19,1995-08-08,2021-08-03,Tokyo Stadium
LEAL HIDALGO YOANDY,brazil,Volleyball,F,22,1999-05-11,2021-08-05,Tokyo Stadium
LEAL RAYSSA,brazil,Skateboarding,F,19,1997-12-07,2021-07-29,Olympic Aquatics Centre
  learmonth jessica  ,great britain,Triathlon,F,27,1988-03-02,2021-07-26,Olympic Aquatics Centre
LEASK HARRY,  Great Britain  ,Rowing,F,31,2004-06-11,2021-08-06,Musashino Forest
LEAT ANNA,new zealand,Football,F,21,1992-10-06,2021-07-28,Olympic Aquatics Centre
  leavy adam  ,  Ireland  ,Rugby Sevens,F,32,1994-08-03,2021-08-06,Ariake Arena
LEBEDEVA ANASTASIA,  ROC  ,Rowing,F,25,1994-01-30,2021-07-30,Ariake Arena
LEBEDEVA IANA,roc,Trampoline Gymnastics,F,26,2005-04-03,2021-07-26,Tokyo Stadium
  lebesson emmanuel  ,france,Table Tennis,F,31,2000-04-19,2021-07-26,Olympic Aquatics Centre
LEBLANC-BAZINET RACHEL,  Canada  ,Weightlifting,M,21,1995-02-27,2021-08-01,Musashino Forest
LECHNER EVA,italy,Cycling Mountain Bike,F,19,1994-01-18,2021-07-30,Tokyo Stadium
  lechuga kenia  ,mexico,Rowing,M,29,1998-12-19,2021-08-07,Tokyo Stadium
  lecluyse fanny  ,  Belgium  ,Swimming,M,33,1993-09-05,2021-07-30,Ariake Arena
  lecointre camille  ,  France  ,Sailing,M,18,2005-06-03,2021-08-07,Ariake Arena
  lecomte loana  ,france,Cycling Mountain Bike,M,20,1991-10-13,2021-07-29,Tokyo Stadium
LEDECKY KATHLEEN,  United States of America  ,Swimming,F,30,1997-07-16,2021-07-27,Musashino Forest
LEDGISTER LEONARDO,  Jamaica  ,Athletics,M,30,1997-10-31,2021-07-25,Olympic Aquatics Centre
LEDUC CYNTHIA,france,Athletics,M,19,1988-10-03,2021-08-07,Olympic Aquatics Centre
  lee ahreum  ,  Republic of Korea  ,Taekwondo,M,19,1992-05-30,2021-08-07,Olympic Aquatics Centre
LEE CHIH KAI,chinese taipei,Artistic Gymnastics,M,26,1994-11-19,2021-08-06,Tokyo Stadium
LEE DABIN,  Republic of Korea  ,Taekwondo,M,20,1989-01-18,2021-08-02,Ariake Arena
  lee daehoon  ,republic of korea,Taekwondo,M,28,1999-06-15,2021-08-03,Tokyo Stadium
  lee donggyeong  ,  Republic of Korea  ,Football,F,32,1998-08-23,2021-07-27,Olympic Aquatics Centre
LEE DONGJUN,republic of korea,Football,F,26,1995-04-09,2021-08-02,Olympic Aquatics Centre
  lee euilee  ,republic of korea,Baseball/Softball,M,25,1993-04-04,2021-07-26,Olympic Aquatics Centre
LEE EUNJI,  Republic of Korea  ,Swimming,M,31,2002-02-08,2021-07-28,Olympic Aquatics Centre
LEE HO CHING,"  Hong Kong, China  ",Table Tennis,F,24,1992-08-11,2021-08-03,Tokyo Stadium
  lee hojoon  ,  Republic of Korea  ,Swimming,F,18,1990-05-24,2021-08-04,Tokyo Stadium
